city,area,name,address,rating,total_ratings,maps_link,category
Saraikela,Ground Flr,Apollo Pharmacy Mango,"Ground Flr, Purulia Rd, Hume Pipe Area, Ramkrishna Colony, Mango, Jamshedpur, Jharkhand 831012, India",3.7,13,https://www.google.com/maps/place/?q=place_id:ChIJ5ee70snj9TkRJiO_frwbQbs,pharmacy
Saraikela,Ground Floor,Apollo Pharmacy Sonari,"Ground Floor, Dispensary Rd, Pardeshipara, Christanpara, Sonari, Jamshedpur, Jharkhand 831011, India",3.5,13,https://www.google.com/maps/place/?q=place_id:ChIJVaROeLHl9TkRHAS-jktUYwI,pharmacy
Saraikela,Ground Floor,Apollo Pharmacy Sakchi Market,"Ground Floor, 31, New Kalimati Rd, Sakchi, Jamshedpur, Jharkhand 831007, India",3,10,https://www.google.com/maps/place/?q=place_id:ChIJA696Durj9TkRoqO18-j6c4k,pharmacy
Saraikela,No 192/B,Apollo Pharmacy Kanke Road,"No 192/B, Ward No 2, 2, Kanke Rd, Jawahar Nagar, Hatma, Ranchi, Jharkhand 834008, India",3.9,41,https://www.google.com/maps/place/?q=place_id:ChIJtfXj7ifh9DkRXsLS9A3FbSM,pharmacy
Saraikela,01,Apollo Pharmacy Old Purulia Road,"01, Old Purulia Rd, near Ahmad Grocery Point, Zakir Nagar, Mango, Jamshedpur, Jharkhand 831020, India",3.7,6,https://www.google.com/maps/place/?q=place_id:ChIJa0Oe6DLj9TkRm47YKVDJfmE,pharmacy
Saraikela,Dharamsala,SastaSundar Seraikela Medical,"Dharamsala, Road, Near Ganesh Mandir, Saraikela, Jharkhand 833219, India",3.7,3,https://www.google.com/maps/place/?q=place_id:ChIJj_Ic-3bz9TkRh_8puX9A92k,pharmacy
Saraikela,near Atithi Hotel,MedPlus Zila School More,"near Atithi Hotel, Purulia, West Bengal 723101, India",1,1,https://www.google.com/maps/place/?q=place_id:ChIJI0HMCS199jkRYBAni2jHgzE,pharmacy
Saraikela,Nilkuthidanga,MedPlus Sc Sen Road,"Nilkuthidanga, Purulia, West Bengal 723101, India",5,1,https://www.google.com/maps/place/?q=place_id:ChIJaQi6oc199jkRjXvSCIIhs4U,pharmacy
Saraikela,Ward No. 6,MedPlus Misti Mahal Purulia,"Ward No. 6, Holding No. 1376, Tata Chaibasa Road, Purulia, West Bengal 723102, India",3.5,2,https://www.google.com/maps/place/?q=place_id:ChIJN9azVWcf9zkR2HdLuzT6I2I,pharmacy
Chirkunda,Near Railway Crossing,Apollo Diagnostics - Blood Tests - Home Collection & Full Body Checkups Dhanbad,"Near Railway Crossing, R.S Pharma, Chirkunda, Jharkhand 828202, India",5,21,https://www.google.com/maps/place/?q=place_id:ChIJ9xn1K5_d9jkR_KodMlxGVmA,pharmacy
